name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Anaplasma marginale str. St. Maries	234826	leaf	1197687	3	0	0.0
Pseudoalteromonas sp. SM9913	234831	species	4037671	16	4	0.0
Helicobacter hepaticus ATCC 51449	235279	leaf	1799146	9	7	0.0
Geobacillus kaustophilus HTA426	235909	leaf	3592666	3	0	0.0
Pseudomonas alkylphenolica	237609	species	5764622	5	1	0.0
Pseudomonas psychrotolerans	237610	species	5386170	11	8	0.0
uncultured human fecal virus	239364	species	2061131	72	33	0.0
Alistipes	239759	genus	3734239	1	0	0.0
Akkermansia muciniphila	239935	species	2664102	82	49	0.0
Acidobacterium capsulatum ATCC 51196	240015	leaf	4127356	13	7	0.0
Anabaena variabilis ATCC 29413	240292	leaf	7105752	13	8	0.0
Lactobacillus paracollinoides	240427	species	10733574	15	2	0.0
Pseudonocardia dioxanivorans	240495	species	7303989	1	0	0.0
Rummeliibacillus stabekisii	241244	species	3420739	12	8	0.0
Porphyromonas gingivalis W83	242619	leaf	2343476	41	5	0.0
Rhodopirellula baltica SH 1	243090	leaf	7145576	4	3	0.0
Acidithiobacillus ferrooxidans ATCC 23270	243159	leaf	2982397	4	0	0.0
Dehalococcoides mccartyi 195	243164	leaf	1469720	22	20	0.0
Deinococcus radiodurans R1	243230	leaf	6628921	25	10	0.0
Geobacter sulfurreducens PCA	243231	leaf	3814128	12	0	0.0
Methanocaldococcus jannaschii DSM 2661	243232	leaf	1739927	21	16	0.0
Methylococcus capsulatus str. Bath	243233	leaf	3304561	7	4	0.0
Mycobacterium avium 104	243243	leaf	5475491	3	0	0.0
Photorhabdus luminescens subsp. laumondii TTO1	243265	leaf	5688987	15	9	0.0
Mycoplasma arthritidis 158L3-1	243272	leaf	820453	5	4	0.0
Mycoplasma genitalium G37	243273	leaf	580076	5	0	0.0
Thermotoga maritima MSB8	243274	leaf	7469591	56	2	0.0
Treponema denticola ATCC 35405	243275	leaf	2843201	19	10	0.0
Treponema pallidum subsp. pallidum str. Nichols	243276	leaf	1138011	10	0	0.0
Chromobacterium violaceum ATCC 12472	243365	leaf	4751080	10	6	0.0
Klebsiella variicola	244366	species	5458505	37	3	0.0
Candidatus Caedibacter acanthamoebae	244581	species	2175773	9	8	0.0
Carboxydothermus hydrogenoformans Z-2901	246194	leaf	2401520	14	14	0.0
Dichelobacter nodosus VCS1703A	246195	leaf	1389350	5	5	0.0
Myxococcus xanthus DK 1622	246197	leaf	9139763	18	8	0.0
Prevotella intermedia 17	246198	leaf	2699437	89	0	0.0
Ruegeria pomeroyi DSS-3	246200	leaf	4601048	6	3	0.0
Wolbachia endosymbiont of Cimex lectularius	246273	species	1250060	7	5	0.0
Staphylococcus equorum	246432	species	8544915	55	15	0.0
Bacteroides cellulosilyticus	246787	species	7084828	696	594	0.0
Thermococcus sp. AM4	246969	species	2086428	2	1	0.0
Nocardia farcinica IFM 10152	247156	leaf	6292344	10	6	0.0
Pseudoalteromonas aliena	247523	species	4594697	12	8	0.0
Lactobacillus delbrueckii subsp. indicus	249265	subspecies	2021861	1	0	0.0
Gloeobacter violaceus PCC 7421	251221	leaf	4659019	11	6	0.0
Chroococcidiopsis thermalis PCC 7203	251229	leaf	6689401	6	4	0.0
Microbulbifer thermotolerans	252514	species	3938396	8	5	0.0
Owenweeksia hongkongensis	253245	species	4000057	1	0	0.0
Ehrlichia ruminantium str. Welgevonden	254945	leaf	3029332	34	0	0.0
Fictibacillus arsenicus	255247	species	4055461	25	16	0.0
Leuconostoc garlicum	255248	species	1715191	6	2	0.0
Saccharospirillaceae	255527	family	6475959	1	0	0.0
Glutamicibacter arilaitensis	256701	species	3918192	1	1	0.0
Corynebacterium diphtheriae NCTC 13129	257309	leaf	2488635	1	0	0.0
Bordetella bronchiseptica RB50	257310	leaf	5339179	1	0	0.0
Bordetella parapertussis 12822	257311	leaf	4773551	7	0	0.0
Lactobacillus johnsonii NCC 533	257314	leaf	1992676	9	5	0.0
Rickettsia typhi str. Wilmington	257363	leaf	1111496	13	0	0.0
Roseomonas gilardii	257708	species	5412463	5	4	0.0
Rhodopseudomonas palustris CGA009	258594	leaf	5467640	12	3	0.0
Psychrobacter arcticus 273-4	259536	leaf	2650701	7	1	0.0
Dechloromonas aromatica	259537	species	4501104	1	0	0.0
Methanococcoides burtonii DSM 6242	259564	leaf	2575032	12	6	0.0
Microbulbifer agarilyticus	260552	species	4255625	5	3	0.0
Psychrobacter alimentarius	261164	species	3349444	42	29	0.0
Nitrosomonas sp. Is79A3	261292	species	3783444	5	3	0.0
Buchnera aphidicola (Cinara tujafilina)	261317	leaf	444925	10	7	0.0
Mycobacterium avium subsp. paratuberculosis K-10	262316	leaf	4829781	3	0	0.0
Lysobacter gummosus	262324	species	6056618	10	5	0.0
Exiguobacterium sibiricum 255-15	262543	leaf	3040786	7	3	0.0
Mycoplasma hyopneumoniae J	262719	leaf	897405	5	2	0.0
Mycoplasma hyopneumoniae 7448	262722	leaf	920079	7	1	0.0
Mycoplasma synoviae 53	262723	leaf	799476	12	1	0.0
Thermus thermophilus HB27	262724	leaf	2127482	2	0	0.0
Haemophilus influenzae R2846	262727	leaf	1819370	5	0	0.0
Haemophilus influenzae R2866	262728	leaf	1932306	2	1	0.0
Onion yellows phytoplasma OY-M	262768	leaf	853092	9	7	0.0
Verrucosispora maris AB-18-032	263358	leaf	6732271	4	2	0.0
Yersinia aleksiciae	263819	species	4000307	5	5	0.0
Picrophilus torridus DSM 9790	263820	leaf	1545895	8	6	0.0
Ralstonia eutropha JMP134	264198	leaf	7255290	10	6	0.0
Chlamydia felis Fe/C-56	264202	leaf	1173791	6	3	0.0
Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	264203	leaf	2056363	13	9	0.0
Streptomyces hygroscopicus subsp. limoneus	264445	subspecies	10537932	10	6	0.0
Bdellovibrio bacteriovorus HD100	264462	leaf	3782950	2	0	0.0
Bacillus muralis	264697	species	5007018	13	7	0.0
Pseudomonas savastanoi pv. phaseolicola 1448A	264730	leaf	6112448	2	1	0.0
Prevotella ruminicola 23	264731	leaf	3619559	166	145	0.0
Moorella thermoacetica ATCC 39073	264732	leaf	2628784	7	0	0.0
Methylobacillus flagellatus KT	265072	leaf	2971517	2	2	0.0
Mesoplasma florum L1	265311	leaf	793224	6	0	0.0
Komagataeibacter nataicola	265960	species	3760301	4	2	0.0
Serinicoccus	265976	genus	0	1	0	0.0
Rubrobacter xylanophilus DSM 9941	266117	leaf	3225748	9	6	0.0
Cupriavidus metallidurans CH34	266264	leaf	6913352	5	4	0.0
Paraburkholderia xenovorans LB400	266265	leaf	19434089	13	7	0.0
Chelativorans sp. BNC1	266779	species	4935185	13	6	0.0
Sinorhizobium meliloti 1021	266834	leaf	6691694	3	0	0.0
Mesorhizobium loti MAFF303099	266835	leaf	7596297	8	5	0.0
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940	leaf	4956672	4	3	0.0
Sphingopyxis granuli	267128	species	4679853	9	5	0.0
Methanococcus maripaludis S2	267377	leaf	1661137	11	4	0.0
Arsenicicoccus	267408	genus	0	1	0	0.0
Ralstonia solanacearum GMI1000	267608	leaf	5810922	5	1	0.0
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	267671	leaf	4627366	14	0	0.0
Mycoplasma mobile 163K	267748	leaf	777079	14	8	0.0
Natronomonas moolapensis 8.8.11	268739	leaf	2912573	1	1	0.0
Synechococcus elongatus PCC 6301	269084	leaf	2696255	5	0	0.0
Burkholderia vietnamiensis G4	269482	leaf	8391070	6	0	0.0
Ehrlichia canis str. Jake	269484	leaf	1315030	7	4	0.0
Rhodospirillum rubrum ATCC 11170	269796	leaf	4406557	9	0	0.0
Methanosarcina barkeri str. Fusaro	269797	leaf	4873766	11	2	0.0
Cytophaga hutchinsonii ATCC 33406	269798	leaf	4433218	21	17	0.0
Geobacter metallireducens GS-15	269799	leaf	4011182	15	7	0.0
Thermobifida fusca YX	269800	leaf	3642249	8	7	0.0
Bacillus cereus G9241	269801	leaf	5720073	9	0	0.0
Methylobacterium aquaticum	270351	species	7557960	15	9	0.0
Burkholderia thailandensis E264	271848	leaf	6723972	1	0	0.0
Anabaena cylindrica PCC 7122	272123	leaf	7063285	24	16	0.0
Aggregatibacter actinomycetemcomitans HK1651	272556	leaf	4210883	7	0	0.0
Bacillus halodurans C-125	272558	leaf	4202352	11	9	0.0
Bacteroides fragilis NCTC 9343	272559	leaf	5241700	140	49	0
Burkholderia pseudomallei K96243	272560	leaf	14495161	1	0	0.0
Clostridium acetobutylicum ATCC 824	272562	leaf	4132880	47	0	0.0
Clostridioides difficile 630	272563	leaf	8572915	12	0	0.0
Desulfitobacterium hafniense DCB-2	272564	leaf	5279134	7	2	0.0
Geobacillus stearothermophilus 10	272567	leaf	3676494	3	0	0.0
Gluconacetobacter diazotrophicus PA1 5	272568	leaf	7914538	15	2	0.0
Haloarcula marismortui ATCC 43049	272569	leaf	4274642	4	2	0.0
Klebsiella pneumoniae subsp. pneumoniae MGH 78578	272620	leaf	5694894	1	0	0.0
Lactobacillus acidophilus NCFM	272621	leaf	1993560	12	0	0.0
Lactococcus lactis subsp. cremoris SK11	272622	leaf	2598348	10	2	0.0
Lactococcus lactis subsp. lactis Il1403	272623	leaf	2365589	3	1	0.0
Listeria innocua Clip11262	272626	leaf	3093113	15	7	0.0
Methylobacterium extorquens AM1	272630	leaf	6879778	7	1	0.0
Mycobacterium leprae TN	272631	leaf	3268203	1	0	0.0
Mycoplasma mycoides subsp. mycoides SC str. PG1	272632	leaf	1211703	1	0	0.0
Mycoplasma penetrans HF-2	272633	leaf	1358633	29	24	0.0
Mycoplasma pulmonis UAB CTIP	272635	leaf	963879	10	9	0.0
Pasteurella multocida subsp. multocida str. Pm70	272843	leaf	2257487	2	0	0.0
Pyrococcus abyssi GE5	272844	leaf	1768562	6	4	0.0
Rhodobacter capsulatus SB 1003	272942	leaf	3871920	3	2	0.0
Rickettsia conorii str. Malish 7	272944	leaf	1268755	2	0	0.0
Spiroplasma kunkelii CR2-3x	273035	leaf	1514561	36	25	0.0
Staphylococcus aureus RF122	273036	leaf	2742531	4	1	0.0
Sulfolobus solfataricus P2	273057	leaf	2992245	2	0	0.0
Sulfolobus tokodaii str. 7	273063	leaf	2694756	19	14	0.0
Caldanaerobacter subterraneus subsp. tengcongensis MB4	273068	leaf	2689445	35	20	0.0
Thermoplasma acidophilum DSM 1728	273075	leaf	1564906	7	6	0.0
Thermoplasma volcanium GSS1	273116	leaf	1584804	4	3	0.0
Ureaplasma parvum serovar 3 str. ATCC 700970	273119	leaf	751719	9	0	0.0
Wolinella succinogenes DSM 1740	273121	leaf	2110355	2	1	0.0
Yersinia pseudotuberculosis IP 32953	273123	leaf	9680328	4	1	0.0
Sphaerochaeta coccoides	273376	species	2227296	1	0	0.0
Serratia marcescens subsp. marcescens Db11	273526	leaf	5113802	6	2	0.0
Chlorobaculum limnaeum	274537	species	2797276	18	9	0.0
Chlorobaculum parvum	274539	species	2289249	1	0	0.0
Mycobacterium gilvum Spyr1	278137	leaf	5783292	2	0	0.0
Mesorhizobium ciceri biovar biserrulae	278148	leaf	6880454	5	1	0.0
Pediococcus pentosaceus ATCC 25745	278197	leaf	1832387	8	0	0.0
Streptomyces ambofaciens ATCC 23877	278992	leaf	8393598	8	0	0.0
Bacillus licheniformis DSM 13 = ATCC 14580	279010	leaf	8445242	2	0	0.0
Collimonas arenae	279058	species	15078336	27	7	0.0
Collimonas pratensis	279113	species	11315924	13	3	0.0
Novosphingobium aromaticivorans DSM 12444	279238	leaf	4233314	12	8	0.0
Staphylococcus haemolyticus JCSC1435	279808	leaf	2697861	25	7	0.0
Leptospira borgpetersenii serovar Ballum	280505	leaf	4037579	21	4	0.0
Leifsonia xyli subsp. xyli str. CTCB07	281090	leaf	2584158	4	1	0.0
[Bacillus thuringiensis] serovar konkukian str. 97-27	281309	leaf	5314794	9	6	0.0
Haemophilus influenzae 86-028NP	281310	leaf	1914490	2	1	0.0
Staphylococcus aureus subsp. aureus MRSA252	282458	leaf	2902619	1	0	0.0
Staphylococcus aureus subsp. aureus MSSA476	282459	leaf	2820454	1	0	0.0
Bartonella quintana str. Toulouse	283165	leaf	1581384	3	0	0.0
Bartonella henselae str. Houston-1	283166	leaf	1931047	4	0	0.0
Odoribacter	283168	genus	4392288	1	0	0.0
Kosakonia radicincitans	283686	species	5687681	8	4	0.0
Pseudoalteromonas sp. Bsw20308	283699	species	4830226	11	6	0.0
Staphylococcus pseudintermedius	283734	species	2594798	27	3	0.0
Stackebrandtia nassauensis	283811	species	6841557	2	0	0.0
Idiomarina loihiensis L2TR	283942	leaf	2839318	7	0	0.0
Eremothecium gossypii ATCC 10895	284811	leaf	9119312	120	1	0.0
Alcanivorax dieselolei	285091	species	4928223	1	0	0.0
Streptomyces rubrolavendulae	285473	species	6543262	8	6	0.0
Streptococcus pyogenes MGAS10394	286636	leaf	1899877	1	0	0.0
Alteromonas addita	287094	species	4649146	8	2	0.0
Bradyrhizobium sp. BTAi1	288000	species	8493513	13	7	0.0
Bacillus cereus E33L	288681	leaf	11690016	35	10	0.0
Renibacterium salmoninarum ATCC 33209	288705	leaf	3155250	5	3	0.0
Thermodesulfovibrio yellowstonii DSM 11347	289376	leaf	2003803	20	14	0.0
Thermodesulfobacterium commune DSM 2178	289377	leaf	1764045	8	6	0.0
Clostridium perfringens SM101	289380	leaf	2960088	26	12	0.0
Mycoplasma bovis PG45	289397	leaf	1003404	11	7	0.0
Chlorobium limicola DSM 245	290315	leaf	2763181	8	4	0.0
Chlorobium phaeobacteroides DSM 266	290317	leaf	3133902	8	7	0.0
Chlorobium phaeovibrioides DSM 265	290318	leaf	1966858	7	6	0.0
Citrobacter koseri ATCC BAA-895	290338	leaf	4735357	9	1	0.0
Cronobacter sakazakii ATCC BAA-894	290339	leaf	4530777	4	2	0.0
Paenarthrobacter aurescens TC1	290340	leaf	5226648	9	0	0.0
Anaeromyxobacter dehalogenans 2CP-C	290397	leaf	5013479	14	7	0.0
Chromohalobacter salexigens DSM 3043	290398	leaf	3696649	7	5	0.0
Arthrobacter sp. FB24	290399	species	5070478	6	5	0.0
Jannaschia sp. CCS1	290400	species	4404049	5	2	0.0
Clostridium beijerinckii NCIMB 8052	290402	leaf	6000632	50	0	0.0
Advenella	290425	genus	4594002	1	0	0.0
Borreliella bavariensis PBi	290434	leaf	986914	13	2	0.0
Prosthecochloris aestuarii DSM 271	290512	leaf	2579695	6	4	0.0
Gluconobacter oxydans 621H	290633	leaf	2922384	3	1	0.0
Helicobacter pylori 51	290847	leaf	1589954	1	1	0.0
Photorhabdus asymbiotica	291112	species	5094138	15	10	0.0
Candidatus Blochmannia pennsylvanicus str. BPEN	291272	leaf	791654	11	1	0.0
Ruegeria sp. TM1040	292414	species	4153699	19	12	0.0
Thiobacillus denitrificans ATCC 25259	292415	leaf	2909809	13	9	0.0
Symbiobacterium thermophilum IAM 14863	292459	leaf	3566135	14	11	0.0
Cyanobacterium stanieri PCC 7202	292563	leaf	3163381	10	7	0.0
Cyanobium gracile PCC 6307	292564	leaf	3342364	7	5	0.0
Flavonifractor plautii	292800	species	3818500	113	97	0.0
Wolbachia endosymbiont strain TRS of Brugia malayi	292805	leaf	1080084	10	7	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	5	2	0.0
Haloquadratum walsbyi	293091	species	3219918	1	0	0.0
Rickettsia canadensis str. McKiel	293613	leaf	1159772	13	1	0.0
Rickettsia akari str. Hartford	293614	leaf	1231060	8	4	0.0
Alkaliphilus metalliredigens QYMF	293826	leaf	4929566	44	35	0.0
Methanobrevibacter olleyae	294671	species	2201192	30	23	0.0
Anoxybacillus amylolyticus	294699	species	3158269	6	5	0.0
Mycoplasma hyopneumoniae 232	295358	leaf	892758	3	1	0.0
Bacteroides fragilis YCH46	295405	leaf	5310990	261	113	0.114483
Polaromonas sp. JS666	296591	species	5898676	10	6	0.0
Legionella pneumophila str. Lens	297245	leaf	3405519	3	0	0.0
Legionella pneumophila str. Paris	297246	leaf	3635495	4	0	0.0
Lactococcus piscium MKFS47	297352	leaf	2503066	11	6	0.0
Photobacterium profundum SS9	298386	leaf	6403280	11	6	0.0
Frankia sp. EAN1pec	298653	species	8982042	6	2	0.0
Frankia inefficax	298654	species	8815781	10	7	0.0
Tateyamaria omphalii	299262	species	4315457	7	6	0.0
Enterobacter hormaechei subsp. steigerwaltii	299766	subspecies	15295247	3	3	0.0
Enterobacter ludwigii	299767	species	4952770	5	1	0.0
Microbacterium paludicola	300019	species	3410829	4	1	0.0
Shigella dysenteriae Sd197	300267	leaf	4560911	1	0	0.0
Shigella boydii Sb227	300268	leaf	4646520	7	0	0.0
Shigella sonnei Ss046	300269	leaf	5055316	1	0	0.0
Thermus thermophilus HB8	300852	leaf	2116056	4	0	0.0
Enterobacter hormaechei subsp. oharae	301102	subspecies	14941448	15	5	0.0
Enterobacter hormaechei subsp. hormaechei	301105	subspecies	5063734	8	3	0.0
Ehrlichia ruminantium str. Gardel	302409	leaf	1499920	22	8	0.0
Bifidobacterium animalis subsp. animalis	302912	subspecies	1800480	4	1	0.0
Methanocella paludicola SANAE	304371	leaf	2957635	6	4	0.0
Catenulispora acidiphila	304895	species	10467782	1	0	0.0
Campylobacter lari RM2100	306263	leaf	1571661	11	5	0.0
Corynebacterium jeikeium K411	306537	leaf	2476822	1	0	0.0
Gloeobacterales	307595	order	4691905	1	0	0.0
Gloeobacteria	307596	class	4691905	1	0	0.0
Ustilago bromivora	307758	species	20625025	394	206	0.0
Rhodovulum sp. MB263	308754	species	4162560	10	4	0.0
Elizabethkingia	308865	genus	4154397	2	0	0.0
Coprothermobacter proteolyticus DSM 5265	309798	leaf	1424912	2	2	0.0
Dictyoglomus thermophilum H-6-12	309799	leaf	1959987	18	7	0.0
Haloferax volcanii DS2	309800	leaf	4012900	6	2	0.0
Thermomicrobium roseum DSM 5159	309801	leaf	2920744	5	4	0.0
Thermotoga neapolitana DSM 4359	309803	leaf	1884562	2	0	0.0
Salinibacter ruber DSM 13855	309807	leaf	3587328	16	0	0.0
Agrobacterium vitis S4	311402	leaf	6320946	12	7	0.0
Agrobacterium radiobacter K84	311403	leaf	7273300	10	7	0.0
Dehalococcoides mccartyi VS	311424	leaf	1413462	5	1	0.0
Candidatus Caldiarchaeum subterraneum	311458	species	1680938	5	4	0.0
Polynucleobacter asymbioticus QLW-P1DMWA-1	312153	leaf	2159490	4	0	0.0
Vibrio fischeri ES114	312309	leaf	4273718	15	12	0.0
Dokdonia sp. MED134	313590	species	3302548	22	11	0.0
Psychroflexus torquis ATCC 700755	313595	leaf	4321832	25	16	0.0
Robiginitalea biformata HTCC2501	313596	leaf	3530383	8	7	0.0
Polaribacter sp. MED152	313598	species	2961474	22	19	0.0
Maribacter sp. HTCC2170	313603	species	3868304	13	10	0.0
Erythrobacter litoralis HTCC2594	314225	leaf	3052398	4	2	0.0
Parvularcula bermudensis HTCC2503	314260	leaf	2902643	5	4	0.0
Alteromonas mediterranea	314275	species	4590773	12	6	0.0
Psychromonas sp. CNPT3	314282	species	3052410	45	24	0.0
Lactobacillus sakei subsp. sakei 23K	314315	leaf	1884661	4	3	0.0
Sideroxydans	314343	genus	3003656	1	0	0.0
Xanthomonas campestris pv. campestris str. 8004	314565	leaf	5148708	3	0	0.0
Pseudoxanthomonas suwonensis	314722	species	3419049	15	5	0.0
Borrelia turicatae 91E135	314724	leaf	917330	8	1	0.0
Spiroplasma eriocheiris	315358	species	1364757	14	0	0.0
Streptococcus gallolyticus	315405	species	2395815	6	4	0.0
Rickettsia felis URRWXCal2	315456	leaf	1587240	3	1	0.0
Bacillus weihenstephanensis KBAB4	315730	leaf	5872743	35	15	0.0
Bacillus cytotoxicus NVH 391-98	315749	leaf	4094159	16	13	0.0
Bacillus pumilus SAFR-032	315750	leaf	3704641	10	3	0.0
Rhodopseudomonas palustris BisA53	316055	leaf	5505494	13	12	0.0
Rhodopseudomonas palustris BisB18	316056	leaf	5513844	2	2	0.0
Rhodopseudomonas palustris BisB5	316057	leaf	4892717	5	2	0.0
Rhodopseudomonas palustris HaA2	316058	leaf	5331656	13	7	0.0
Geobacter daltonii FRC-32	316067	leaf	4304501	11	7	0.0
Xanthomonas campestris pv. vesicatoria str. 85-10	316273	leaf	10838435	4	0	0.0
Herpetosiphon aurantiacus DSM 785	316274	leaf	6785430	11	8	0.0
Aliivibrio salmonicida LFI1238	316275	leaf	4655660	10	7	0.0
Synechococcus sp. RCC307	316278	species	2224914	1	1	0.0
Synechococcus sp. CC9902	316279	species	2234828	2	2	0.0
Streptomyces noursei ATCC 11455	316284	leaf	9815884	15	3	0.0
Escherichia coli ETEC H10407	316401	leaf	5325888	1	0	0.0
Thiomicrospira crunogena XCL-2	317025	leaf	2427734	4	4	0.0
Sphingopyxis alaskensis RB2256	317655	leaf	3373713	6	4	0.0
Nostoc sp. PCC 7107	317936	species	6329823	11	8	0.0
Paucibacter	318147	genus	0	1	0	0.0
Shewanella denitrificans OS217	318161	leaf	4545906	3	1	0.0
Shewanella frigidimarina NCIMB 400	318167	leaf	4845257	4	3	0.0
Paracoccus denitrificans PD1222	318586	leaf	5236194	11	5	0.0
Gluconobacter albidus	318683	species	3369297	4	3	0.0
Shewanella putrefaciens CN-32	319224	leaf	4659220	8	1	0.0
Chlorobium luteolum DSM 273	319225	leaf	2364842	7	7	0.0
Leadbetterella	319458	genus	4059653	1	0	0.0
Mycobacterium abscessus subsp. bolletii	319705	subspecies	14615173	2	0	0.0
Deinococcus geothermalis DSM 11300	319795	leaf	3247018	6	4	0.0
Beggiatoa leptomitiformis	319938	species	4265296	19	12	0.0
Anaplasma marginale str. Florida	320483	leaf	1202435	3	0	0.0
Neoasaia chiangmaiensis	320497	species	3407860	4	1	0.0
Cyclobacterium amurskyense	320787	species	6158829	38	29	0.0
Synechococcus sp. JA-3-3Ab	321327	species	2932766	11	7	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	5	1	0.0
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	321956	leaf	1856951	1	0	0.0
Lactobacillus paracasei ATCC 334	321967	leaf	2924325	1	0	0.0
Aster yellows witches'-broom phytoplasma AYWB	322098	leaf	723970	7	7	0.0
Azotobacter vinelandii DJ	322710	leaf	5365318	31	0	0.0
Nitrobacter hamburgensis X14	323097	leaf	5011522	5	3	0.0
Nitrobacter winogradskyi Nb-255	323098	leaf	3402093	3	1	0.0
Methanospirillum hungatei JF-1	323259	leaf	3544738	10	6	0.0
Nitrosococcus oceani ATCC 19707	323261	leaf	3522111	6	3	0.0
Dokdonella koreensis	323415	species	4446619	2	0	0.0
Nitrosospira multiformis ATCC 25196	323848	leaf	3234309	7	6	0.0
Shewanella loihica PV-4	323850	leaf	4602594	6	4	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	16	13	0.0
Chloroflexus aurantiacus J-10-fl	324602	leaf	5258541	7	0	0.0
Lactobacillus gasseri ATCC 33323 = JCM 1131	324831	leaf	1894360	14	7	0.0
Pelodictyon phaeoclathratiforme BU-1	324925	leaf	3018238	4	3	0.0
Shewanella baltica OS155	325240	leaf	5342896	4	0	0.0
Shewanella amazonensis SB2B	326297	leaf	4306142	6	5	0.0
Sulfurimonas denitrificans DSM 1251	326298	leaf	2201561	11	8	0.0
Frankia alni ACN14a	326424	leaf	7497934	7	3	0.0
Lactobacillus helveticus CNRZ32	326425	leaf	2225962	5	0	0.0
Chloroflexus aggregans DSM 9485	326427	leaf	4684931	3	2	0.0
Pseudoalteromonas haloplanktis TAC125	326442	leaf	3850272	10	4	0.0
Acaryochloris marina MBIC11017	329726	leaf	8361599	11	9	0.0
Nitrospira defluvii	330214	species	4317083	3	1	0.0
Marinobacter psychrophilus	330734	species	3998597	3	2	0.0
Sulfolobus acidocaldarius DSM 639	330779	leaf	2225959	3	0	0.0
Blattabacterium sp. (Blattella germanica) str. Bge	331104	leaf	640935	14	8	0.0
Escherichia coli O139:H28 str. E24377A	331111	leaf	5249288	1	0	0.0
Simkania negevensis Z	331113	leaf	2628375	50	40	0.0
Burkholderia cenocepacia AU 1054	331271	leaf	7279116	6	1	0.0
Burkholderia cenocepacia HI2424	331272	leaf	7702840	3	0	0.0
Chlamydophila pecorum E58	331635	leaf	1106197	2	0	0.0
Chlorobium phaeobacteroides BS1	331678	leaf	2736403	15	10	0.0
Solibacteres	332159	class	9965640	1	0	0.0
Candidatus Solibacter usitatus	332163	species	9965640	1	0	0.0
Botrytis cinerea B05.10	332648	leaf	42630066	948	547	0.0
Enterococcus silesiacus	332949	species	3928141	19	12	0.0
Ferroplasma acidarmanus fer1	333146	leaf	1935211	11	7	0.0
Enterococcus faecium DO	333849	leaf	3052572	2	1	0.0
Orientia tsutsugamushi str. Ikeda	334380	leaf	2008987	10	4	0.0
Lactobacillus fermentum IFO 3956	334390	leaf	2098685	3	0	0.0
Bacillus cereus NC7401	334406	leaf	5552031	7	0	0.0
Finegoldia magna ATCC 29328	334413	leaf	1986740	30	18	0.0
Nitrosomonas eutropha C91	335283	leaf	2781824	9	6	0.0
Psychrobacter cryohalolentis K5	335284	leaf	3101097	7	3	0.0
Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	335541	leaf	2936195	6	4	0.0
Syntrophobacter fumaroxidans MPOB	335543	leaf	4990251	11	10	0.0
Bradyrhizobium sp. S23321	335659	species	7231841	5	3	0.0
Erythrobacteraceae	335929	family	3052398	2	0	0.0
Candidatus Pelagibacter ubique HTCC1062	335992	leaf	1308759	17	14	0.0
Rickettsia bellii RML369-C	336407	leaf	1522076	23	10	0.0
Candidatus Sulcia muelleri	336810	species	253173	25	4	0.0
Gordonia sp. KTR9	337191	species	5885710	3	3	0.0
Vibrio campbellii ATCC BAA-1116	338187	leaf	12090206	34	10	0.0
Leptospira interrogans serovar Bratislava	338215	leaf	4721584	19	3	0.0
Pelobacter carbinolicus DSM 2380	338963	leaf	3665893	10	7	0.0
Pelobacter propionicus DSM 2379	338966	leaf	4241119	18	11	0.0
Rhodoferax ferrireducens T118	338969	leaf	4969784	5	4	0.0
Burkholderia ambifaria AMMD	339670	leaf	15057145	9	2	0.0
Actinobacillus succinogenes 130Z	339671	leaf	2319663	10	7	0.0
Methanosphaera stadtmanae DSM 3091	339860	leaf	1767403	40	31	0.0
Mycoplasma capricolum subsp. capricolum ATCC 27343	340047	leaf	1010023	7	3	0.0
Thermoanaerobacter pseudethanolicus ATCC 33223	340099	leaf	2362816	20	0	0.0
Pyrobaculum arsenaticum DSM 13514	340102	leaf	2121076	5	4	0.0
Chlorobium chlorochromatii CaD3	340177	leaf	2572079	7	5	0.0
Salmonella enterica subsp. enterica serovar Cerro	340188	leaf	4602439	2	0	0.0
Actinoalloteichus hymeniacidonis	340345	species	6306386	5	3	0.0
Magnetospirillum magneticum AMB-1	342108	leaf	4967148	10	5	0.0
Burkholderia oklahomensis	342113	species	7135022	4	1	0.0
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	342451	leaf	2577899	15	0	0.0
Pseudoalteromonas atlantica T6c	342610	leaf	5187005	5	2	0.0
Pyrococcus sp. NA2	342949	species	1861320	11	6	0.0
Sodalis glossinidius str. 'morsitans'	343509	leaf	4292502	6	4	0.0
Shigella boydii CDC 3083-94	344609	leaf	4874659	1	0	0.0
Vibrio cholerae O395	345073	leaf	8267619	20	1	0.0
Bacillus coagulans 36D1	345219	leaf	3552226	13	2	0.0
Geobacter pickeringii	345632	species	3618700	14	7	0.0
Streptococcus salivarius JIM8777	347253	leaf	2210574	5	2	0.0
Rickettsia africae ESF-5	347255	leaf	1290917	3	2	0.0
Mycoplasma hominis ATCC 23114	347256	leaf	665445	9	2	0.0
