name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Micromonosporales	85008	order	7146176	1	0	0.0
Propionibacteriales	85009	order	3144263	1	0	0.0
Pseudonocardiales	85010	order	9456940	1	0	0.0
Streptomycetales	85011	order	9456257	1	0	0.0
Dermabacteraceae	85020	family	3614992	1	0	0.0
Microbacteriaceae	85023	family	3220625	1	0	0.0
Geodermatophilaceae	85030	family	5098918	1	0	0.0
Thauera sp. MZ1T	85643	species	4574586	4	1	0.0
Achromobacter xylosoxidans	85698	species	6724596	7	1	0.0
Bartonella tribocorum	85701	species	2642404	3	0	0.0
endosymbiont of Acanthamoeba sp. UWC8	86106	species	1615277	2	1	0.0
Pseudomonas chlororaphis subsp. aurantiaca	86192	subspecies	6702062	1	0	0.0
Clostridium pasteurianum BC1	86416	leaf	5044100	4	2	0.0
Mycoplasma dispar	86660	species	1084449	1	1	0.0
Bacillus weihenstephanensis	86662	species	5872743	5	1	0.0
Bacillus flexus	86664	species	4104242	3	1	0.0
Burkholderia multivorans	87883	species	10170089	3	0	0.0
Modestobacter	88138	genus	0	1	0	0.0
Xanthomonas gardneri	90270	species	11041650	4	1	0.0
Bacilli	91061	class	3510826	2	0	0.0
Campylobacter hyointestinalis subsp. lawsonii	91353	subspecies	1753277	1	0	0.0
Candidatus Portiera aleyrodidarum	91844	species	514106	3	0	0.0
Legionella pneumophila subsp. pascullei	91890	subspecies	10220641	3	0	0.0
Legionella pneumophila subsp. pneumophila	91891	subspecies	31068438	6	0	0.0
Legionella pneumophila subsp. fraseri	91892	subspecies	7016320	4	0	0.0
Herbaspirillum frisingense	92645	species	5445269	2	1	0.0
Ketogulonicigenium vulgare	92945	species	3282752	4	0	0.0
Prochlorococcus marinus str. MIT 9215	93060	leaf	1738790	3	1	0.0
Pandoraea apista	93218	species	22337857	5	0	0.0
Pandoraea norimbergensis	93219	species	6167370	1	1	0.0
Pandoraea pnomenusa	93220	species	5429298	6	2	0.0
Pandoraea pulmonicola	93221	species	5867621	2	0	0.0
Edwardsiella hoshinae	93378	species	3811650	1	1	0.0
Shewanella sp. ANA-3	94122	species	5251146	2	1	0.0
Bordetella petrii	94624	species	5287950	1	1	0.0
Burkholderia stabilis	95485	species	8527947	1	0	0.0
Burkholderia cenocepacia	95486	species	7744804	7	0	0.0
Flavobacterium psychrophilum	96345	species	2803807	11	2	0.0
Desulfococcus oleovorans Hxd3	96561	leaf	3944167	2	2	0.0
Thauera chlorobenzoica	96773	species	3735506	1	0	0.0
Bacillus sp. OxB-1	98228	species	3594618	2	2	0.0
Buchnera aphidicola (Tuberolachnus salignus)	98804	leaf	430464	2	0	0.0
Burkholderia ubonensis	101571	species	7189071	3	0	0.0
Streptococcus infantarius	102684	species	2008249	2	0	0.0
Pseudomonas syringae pv. actinidiae	103796	leaf	26657894	4	0	0.0
Bordetella hinzii	103855	species	9772861	2	0	0.0
Ralstonia mannitolilytica	105219	species	9915295	3	0	0.0
Nitrosococcus watsonii C-113	105559	leaf	3373286	2	0	0.0
Frankia casuarinae	106370	species	5433628	1	0	0.0
Cupriavidus necator	106590	species	7948767	1	1	0.0
Ensifer adhaerens	106592	species	7267502	2	0	0.0
Acinetobacter nosocomialis	106654	species	4061750	3	2	0.0
Acinetobacter schindleri	108981	species	3268053	2	2	0.0
Rickettsia monacensis	109232	species	1353450	2	0	0.0
Synechococcus sp. CC9605	110662	species	2510659	1	1	0.0
Actinomyces radicidentis	111015	species	3051613	1	1	0.0
Stanieria cyanosphaera PCC 7437	111780	leaf	5544990	2	2	0.0
Leptolyngbya sp. PCC 7376	111781	species	5125950	1	1	0.0
Bradyrhizobium sp. ORS 278	114615	species	7456587	1	1	0.0
Chlamydophila pneumoniae AR39	115711	leaf	1234385	2	0	0.0
Methanobacterium congolense	118062	species	2469575	1	1	0.0
Pleurocapsa sp. PCC 7327	118163	leaf	4986817	2	2	0.0
Pseudarthrobacter sulfonivorans	121292	species	5056151	1	1	0.0
Pannonibacter phragmitetus	121719	species	5669701	2	2	0.0
Haloterrigena	121871	genus	5440782	1	0	0.0
Persephonella marina EX-H1	123214	leaf	1983966	2	2	0.0
Thermotoga sp. RQ7	126738	species	1851618	1	0	0.0
Stenotrophomonas acidaminiphila	128780	species	4138297	1	1	0.0
Aerococcus urinaehominis	128944	species	1831400	1	1	0.0
Geobacillus subterraneus	129338	species	3474426	2	2	0.0
Xanthomonas oryzae pv. oryzicola	129394	leaf	48396989	2	0	0.0
Paraburkholderia fungorum	134537	species	9058983	1	0	0.0
Mycobacterium goodii	134601	species	7105933	2	1	0.0
Nocardia soli	134962	species	7310115	2	2	0.0
Bacillus subtilis subsp. subtilis	135461	subspecies	28727929	1	1	0.0
Nocardia cyriacigeorgica	135487	species	6194645	1	0	0.0
Bacillus endophyticus	135735	species	5313985	1	1	0.0
Corynebacterium testudinoris	136857	species	2721226	1	1	0.0
Weissella cibaria	137591	species	9669072	1	1	0.0
Azospirillum sp. B510	137722	leaf	7599738	2	2	0.0
Serratia symbiotica	138074	species	1762765	1	1	0.0
Desulfitobacterium hafniense Y51	138119	leaf	5727534	4	2	0.0
Methanothermobacter wolfeii	145261	species	1686891	1	1	0.0
Prochlorococcus marinus str. AS9601	146891	leaf	1669886	1	0	0.0
Paenibacillus larvae subsp. larvae	147375	subspecies	4289950	1	0	0.0
Sordariomycetes	147550	class	36945157	1	0	0.0
Paracoccus yeei	147645	species	4829339	2	2	0.0
Pseudoalteromonas issachenkonii	152297	species	4131541	1	0	0.0
Nitrosomonas sp. AL212	153948	species	3337023	1	1	0.0
Magnetococcus marinus MC-1	156889	leaf	4719581	1	1	0.0
Corynebacterium imitans	156978	species	2565321	1	1	0.0
Sphaerochaeta globosa str. Buddy	158189	leaf	3316466	2	2	0.0
Sphaerochaeta pleomorpha str. Grapes	158190	leaf	3590853	3	1	0.0
Novosphingobium resinovorum	158500	species	6918128	1	0	0.0
Cedecea neteri	158822	species	23867322	8	2	0.0
Collimonas fungivorans	158899	species	5186898	3	1	0.0
Dechloromonas aromatica RCB	159087	leaf	4501104	2	0	0.0
Pseudomonas putida KT2440	160488	leaf	6181873	1	0	0.0
Acidihalobacter prosperus	160660	species	3566941	1	1	0.0
Paenibacillus borealis	160799	species	8156808	4	1	0.0
Pseudoalteromonas phenolica	161398	species	4868993	1	1	0.0
Corynebacterium phocae	161895	species	2791883	1	1	0.0
Corynebacterium camporealensis	161896	species	2451810	1	0	0.0
Corynebacterium singulare	161899	species	2830519	1	0	0.0
Paenibacillus naphthalenovorans	162209	species	5200139	2	1	0.0
Thermococcus cleftensis	163003	species	1950313	3	2	0.0
Streptomyces puniciscabiei	164348	species	9698948	2	0	0.0
Sphingobium	165695	genus	4314604	1	0	0.0
Synechococcus sp. WH 8109	166314	species	2111515	3	1	0.0
Prochlorococcus marinus str. MIT 9301	167546	leaf	1641879	2	0	0.0
Prochlorococcus marinus str. NATL1A	167555	leaf	1864731	1	1	0.0
Colwellia psychrerythraea 34H	167879	leaf	5373180	2	1	0.0
Hydrogenobaculum	168657	genus	0	1	0	0.0
Clostridium saccharobutylicum	169679	species	5107814	12	0	0.0
Paenibacillus stellifer	169760	species	5658798	3	2	0.0
Bacteroidales	171549	order	3605048	1	0	0.0
Rikenellaceae	171550	family	3734239	1	0	0.0
Porphyromonadaceae	171551	family	2919093	9	0	0.0
Elizabethkingia miricola	172045	species	4242519	2	0	0.0
Staphylococcus epidermidis RP62A	176279	leaf	2643840	1	0	0.0
Staphylococcus epidermidis ATCC 12228	176280	leaf	2564615	1	0	0.0
Agrobacterium fabrum str. C58	176299	leaf	5674258	1	0	0.0
Desulfobacterium autotrophicum HRM2	177437	leaf	5657782	2	2	0.0
Desulfotalea psychrophila LSv54	177439	leaf	3659634	3	1	0.0
Oscillatoria nigro-viridis PCC 7112	179408	leaf	8272254	1	1	0.0
Alicycliphilus denitrificans	179636	species	4953232	1	0	0.0
Delftia tsuruhatensis	180282	species	7195716	2	0	0.0
Bacillus thuringiensis serovar coreanensis	180843	leaf	6286121	1	1	0.0
Bacillus thuringiensis serovar indiana	180850	leaf	6198448	1	1	0.0
Pectobacterium carotovorum subsp. brasiliense	180957	subspecies	9886649	2	1	0.0
Helicobacter cetorum MIT 00-7128	182217	leaf	1960111	3	3	0.0
Kribbella flavida	182640	species	7579488	1	0	0.0
Butyrivibrio hungatei	185008	species	3386314	2	2	0.0
Paludibacter propionicigenes	185300	species	3685504	1	0	0.0
Candidatus Baumannia cicadellinicola	186490	species	686194	1	0	0.0
Clostridiales	186802	order	4103338	3	0	0.0
Lachnospiraceae	186803	family	4113116	1	0	0.0
Bacillaceae	186817	family	5291777	1	0	0.0
Paenibacillaceae	186822	family	6327811	1	0	0.0
Lactobacillales	186826	order	2298529	2	0	0.0
Sneathia amnii	187101	species	1330224	1	1	0.0
Methylocystis sp. SC2	187303	species	3773444	2	0	0.0
Labrenzia aggregata	187304	species	6650994	2	1	0.0
Pediococcus claussenii	187452	species	1978793	1	0	0.0
Thermotogae	188708	class	2533631	1	0	0.0
Pedobacter cryoconitis	188932	species	5950539	2	1	0.0
Methanosarcina acetivorans C2A	188937	leaf	5751492	2	2	0.0
Paenibacillus graminis	189425	species	7166464	5	2	0.0
Paenibacillus odorifer	189426	species	6812473	3	0	0.0
Fusobacterium nucleatum subsp. nucleatum ATCC 25586	190304	leaf	2174500	2	1	0.0
Xanthomonas campestris pv. campestris str. ATCC 33913	190485	leaf	5076188	2	0	0.0
Ralstonia insidiosa	190721	species	12164766	4	0	0.0
Vibrio coralliilyticus	190893	species	23103305	3	1	0.0
Rhodococcus aetherivorans	191292	species	5922748	2	1	0.0
Planococcus maritimus	192421	species	7430454	1	1	0.0
Streptomyces niveus	193462	species	7990492	2	0	0.0
Chlorobium tepidum TLS	194439	leaf	2154946	1	1	0.0
Desulfovibrionaceae	194924	family	3580367	1	0	0.0
Sinorhizobium americanum	194963	species	6853050	1	0	0.0
Campylobacter jejuni RM1221	195099	leaf	1777831	1	0	0.0
Clostridium perfringens str. 13	195102	leaf	3085740	1	0	0.0
Clostridium perfringens ATCC 13124	195103	leaf	3256683	1	0	0.0
Synechococcus sp. PCC 8807	195248	species	3304088	2	0	0.0
Synechococcus sp. PCC 6312	195253	species	3720499	1	1	0.0
Synechococcus sp. PCC 7117	195498	species	3432101	2	0	0.0
Nocardioides sp. JS614	196162	species	5293685	2	2	0.0
Corynebacterium efficiens YS-314	196164	leaf	3219505	4	2	0.0
Staphylococcus aureus subsp. aureus MW2	196620	leaf	2820462	1	0	0.0
Thermosynechococcus elongatus BP-1	197221	leaf	2593857	1	1	0.0
Azoarcus sp. CIB	198107	species	5257030	4	3	0.0
Anoxybacillus gonensis	198467	species	2803668	1	1	0.0
Pseudomonas koreensis	198620	species	12292986	3	2	0.0
Dickeya dadantii 3937	198628	leaf	4922802	1	1	0.0
Pseudomonas trivialis	200450	species	6452803	4	3	0.0
Planococcus rifietoensis	200991	species	3505011	4	3	0.0
Listeria ivanovii subsp. londoniensis	202752	subspecies	6038527	1	0	0.0
Ruminiclostridium thermocellum ATCC 27405	203119	leaf	3843301	3	0	0.0
Saccharophagus degradans 2-40	203122	leaf	5057531	1	1	0.0
Trichodesmium erythraeum IMS101	203124	leaf	7750108	2	1	0.0
Tannerella forsythia 92A2	203275	leaf	3405521	142	102	5.04928e-14
Spirochaetia	203692	class	2676868	1	0	0.0
Candidatus Blochmannia floridanus	203907	species	705557	1	1	0.0
Rhodobacterales	204455	order	4316169	1	0	0.0
Sphingomonadales	204457	order	3706613	1	0	0.0
Sulfurihydrogenibium azorense Az-Fu1	204536	leaf	1640877	1	1	0.0
Candidatus Koribacter versatilis Ellin345	204669	leaf	5650368	7	4	0.0
Herminiimonas arsenicoxydans	204773	species	3424307	2	1	0.0
Bifidobacterium longum DJO10A	205913	leaf	2389526	2	1	0.0
Haemophilus somnus 129PT	205914	leaf	2012878	2	1	0.0
Pseudomonas syringae pv. syringae B728a	205918	leaf	6093698	2	0	0.0
Ehrlichia chaffeensis str. Arkansas	205920	leaf	1176248	3	0	0.0
Pseudomonas fluorescens Pf0-1	205922	leaf	6438405	2	0	0.0
Sulfurovum lithotrophicum	206403	species	2217891	1	0	0.0
Streptomyces sp. FR-008	206662	species	7258031	3	1	0.0
Bifidobacterium longum NCC2705	206672	leaf	2260266	1	0	0.0
Desulfovibrio alaskensis G20	207559	leaf	3730232	3	1	0.0
Kosakonia cowanii	208223	species	4857324	4	1	0.0
Enterobacter kobei	208224	species	4927478	1	0	0.0
Amycolatopsis japonica	208439	species	9053857	2	1	0.0
Carnobacterium sp. 17-4	208596	species	2685399	1	1	0.0
Shewanella oneidensis MR-1	211586	leaf	5131424	3	2	0.0
Clostridium tetani E88	212717	leaf	2873333	1	0	0.0
Mycobacterium sp. JS623	212767	species	7221766	2	1	0.0
Desulfuromonadaceae	213421	family	3953506	1	0	0.0
Geobacteraceae	213422	family	4227210	1	0	0.0
Halomonas campaniensis	213554	species	4074048	1	0	0.0
Leptospira interrogans serovar Manilae	214675	leaf	9334759	10	0	0.0
Alistipes finegoldii	214856	species	3734239	3	0	0.0
Croceibacter atlanticus HTCC2559	216432	leaf	2952962	4	4	0.0
Burkholderia cenocepacia J2315	216591	leaf	8055782	1	0	0.0
Mycobacterium marinum M	216594	leaf	6660144	1	0	0.0
Pseudomonas fluorescens SBW25	216595	leaf	6722539	1	0	0.0
Rhizobium leguminosarum bv. viciae 3841	216596	leaf	7751309	1	0	0.0
Shigella sonnei 53G	216599	leaf	5220473	1	0	0.0
Bifidobacterium longum	216816	species	3125541	7	3	0.0
Spiroplasma helicoides	216938	species	1326546	1	0	0.0
Spiroplasma litorale	216942	species	1225519	2	2	0.0
Spiroplasma turonicum	216946	species	2522749	2	0	0.0
Salmonella bongori NCTC 12419	218493	leaf	4460105	1	0	0.0
Pseudomonas antarctica	219572	species	6607040	2	1	0.0
Oceanobacillus iheyensis HTE831	221109	leaf	3630528	1	0	0.0
Phaeobacter inhibens	221822	species	4194026	1	1	0.0
Mannheimia succiniciproducens MBEL55E	221988	leaf	2314078	2	2	0.0
Helicobacter sp. MIT 01-6242	222136	species	1594790	1	1	0.0
Bacillus cereus ATCC 10987	222523	leaf	5432652	1	0	0.0
Archaeoglobus fulgidus DSM 4304	224325	leaf	2178400	1	0	0.0
Borrelia burgdorferi B31	224326	leaf	1521208	1	0	0.0
Methanobrevibacter sp. AbM4	224719	species	1998189	1	1	0.0
Methanomicrobia	224756	class	3540186	1	0	0.0
Bradyrhizobium diazoefficiens USDA 110	224911	leaf	18211892	2	0	0.0
Shewanella piezotolerans WP3	225849	leaf	5396476	1	1	0.0
Marinobacter adhaerens HP15	225937	leaf	4651725	1	0	0.0
Comamonas kerstersii	225992	species	3547915	1	0	0.0
Enterococcus faecalis V583	226185	leaf	3359974	1	0	0.0
Bacteroides thetaiotaomicron VPI-5482	226186	leaf	6293399	1705	1005	0.198015
Bacillus cereus ATCC 14579	226900	leaf	5427083	1	0	0.0
Streptomyces avermitilis MA-4680 = NBRC 14893	227882	leaf	9119895	4	2	0.0
Haemophilus somnus 2336	228400	leaf	2263857	2	1	0.0
Nitrosomonas europaea ATCC 19718	228410	leaf	2812094	2	1	0.0
Photorhabdus temperata subsp. thracensis	230089	subspecies	5147098	1	1	0.0
Methanobrevibacter millerae	230361	species	2543538	1	1	0.0
Pseudomonas putida ND6	231023	leaf	6202452	2	0	0.0
Acidovorax sp. JS42	232721	species	4585154	2	1	0.0
Alteromonas stellipolaris	233316	species	4686200	4	0	0.0
Haemophilus ducreyi 35000HP	233412	leaf	1698955	1	0	0.0
Candidatus Solibacter usitatus Ellin6076	234267	leaf	9965640	3	1	0.0
Streptomyces sp. TN58	234612	species	7585034	3	1	0.0
Rhodococcus erythropolis PR4	234621	leaf	6895538	2	0	0.0
Pseudoalteromonas sp. SM9913	234831	species	4037671	1	0	0.0
Helicobacter hepaticus ATCC 51449	235279	leaf	1799146	1	1	0.0
Geobacillus kaustophilus HTA426	235909	leaf	3592666	1	0	0.0
uncultured human fecal virus	239364	species	2061131	34	16	0.0
Akkermansia muciniphila	239935	species	2664102	280	173	0.0
Acidobacterium capsulatum ATCC 51196	240015	leaf	4127356	6	4	0.0
Anabaena variabilis ATCC 29413	240292	leaf	7105752	3	3	0.0
Lactobacillus paracollinoides	240427	species	10733574	1	1	0.0
Rummeliibacillus stabekisii	241244	species	3420739	2	2	0.0
Porphyromonas gingivalis W83	242619	leaf	2343476	20	5	0.0
Rhodopirellula baltica SH 1	243090	leaf	7145576	1	0	0.0
Deinococcus radiodurans R1	243230	leaf	6628921	3	1	0.0
Geobacter sulfurreducens PCA	243231	leaf	3814128	2	1	0.0
Methanocaldococcus jannaschii DSM 2661	243232	leaf	1739927	3	3	0.0
Methylococcus capsulatus str. Bath	243233	leaf	3304561	1	1	0.0
Mycobacterium avium 104	243243	leaf	5475491	1	0	0.0
Photorhabdus luminescens subsp. laumondii TTO1	243265	leaf	5688987	1	1	0.0
Mycoplasma genitalium G37	243273	leaf	580076	2	0	0.0
Thermotoga maritima MSB8	243274	leaf	7469591	1	1	0.0
Treponema denticola ATCC 35405	243275	leaf	2843201	2	2	0.0
Treponema pallidum subsp. pallidum str. Nichols	243276	leaf	1138011	2	0	0.0
Chromobacterium violaceum ATCC 12472	243365	leaf	4751080	1	0	0.0
Klebsiella variicola	244366	species	5458505	9	0	0.0
Candidatus Caedibacter acanthamoebae	244581	species	2175773	1	1	0.0
Prevotella intermedia 17	246198	leaf	2699437	16	0	0.0
Wolbachia endosymbiont of Cimex lectularius	246273	species	1250060	2	1	0.0
Bacteroides cellulosilyticus	246787	species	7084828	668	588	1.30405e-14
Nocardia farcinica IFM 10152	247156	leaf	6292344	3	2	0.0
Pseudoalteromonas aliena	247523	species	4594697	1	1	0.0
Lactobacillus delbrueckii subsp. indicus	249265	subspecies	2021861	1	1	0.0
Gloeobacter violaceus PCC 7421	251221	leaf	4659019	2	2	0.0
Chroococcidiopsis thermalis PCC 7203	251229	leaf	6689401	1	1	0.0
Fictibacillus arsenicus	255247	species	4055461	2	1	0.0
Bordetella parapertussis 12822	257311	leaf	4773551	1	0	0.0
Roseomonas gilardii	257708	species	5412463	2	1	0.0
Rhodopseudomonas palustris CGA009	258594	leaf	5467640	1	0	0.0
Methanococcoides burtonii DSM 6242	259564	leaf	2575032	1	1	0.0
Microbulbifer agarilyticus	260552	species	4255625	1	0	0.0
Psychrobacter alimentarius	261164	species	3349444	4	0	0.0
Mycobacterium avium subsp. paratuberculosis K-10	262316	leaf	4829781	1	0	0.0
Exiguobacterium sibiricum 255-15	262543	leaf	3040786	2	1	0.0
Mycoplasma synoviae 53	262723	leaf	799476	2	0	0.0
Thermus thermophilus HB27	262724	leaf	2127482	2	0	0.0
Onion yellows phytoplasma OY-M	262768	leaf	853092	1	0	0.0
Verrucosispora maris AB-18-032	263358	leaf	6732271	1	0	0.0
Yersinia aleksiciae	263819	species	4000307	5	2	0.0
Ralstonia eutropha JMP134	264198	leaf	7255290	1	0	0.0
Chlamydia felis Fe/C-56	264202	leaf	1173791	2	2	0.0
Streptomyces hygroscopicus subsp. limoneus	264445	subspecies	10537932	2	0	0.0
Bdellovibrio bacteriovorus HD100	264462	leaf	3782950	3	1	0.0
Bacillus muralis	264697	species	5007018	2	2	0.0
Prevotella ruminicola 23	264731	leaf	3619559	39	33	2.32359e-14
Moorella thermoacetica ATCC 39073	264732	leaf	2628784	3	0	0.0
Mesoplasma florum L1	265311	leaf	793224	1	0	0.0
Komagataeibacter nataicola	265960	species	3760301	2	1	0.0
Cupriavidus metallidurans CH34	266264	leaf	6913352	1	1	0.0
Paraburkholderia xenovorans LB400	266265	leaf	19434089	4	3	0.0
Chelativorans sp. BNC1	266779	species	4935185	1	0	0.0
Mesorhizobium loti MAFF303099	266835	leaf	7596297	3	2	0.0
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940	leaf	4956672	1	0	0.0
Sphingopyxis granuli	267128	species	4679853	1	0	0.0
Methanococcus maripaludis S2	267377	leaf	1661137	1	1	0.0
Ralstonia solanacearum GMI1000	267608	leaf	5810922	1	0	0.0
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	267671	leaf	4627366	1	0	0.0
Mycoplasma mobile 163K	267748	leaf	777079	1	1	0.0
Synechococcus elongatus PCC 6301	269084	leaf	2696255	1	0	0.0
Ehrlichia canis str. Jake	269484	leaf	1315030	1	1	0.0
Rhodospirillum rubrum ATCC 11170	269796	leaf	4406557	1	0	0.0
Methanosarcina barkeri str. Fusaro	269797	leaf	4873766	2	0	0.0
Cytophaga hutchinsonii ATCC 33406	269798	leaf	4433218	2	1	0.0
Geobacter metallireducens GS-15	269799	leaf	4011182	4	3	0.0
Thermobifida fusca YX	269800	leaf	3642249	2	1	0.0
Bacillus cereus G9241	269801	leaf	5720073	1	0	0.0
Anabaena cylindrica PCC 7122	272123	leaf	7063285	1	1	0.0
Bacteroides fragilis NCTC 9343	272559	leaf	5241700	183	109	0.014572
Clostridium acetobutylicum ATCC 824	272562	leaf	4132880	4	0	0.0
Clostridioides difficile 630	272563	leaf	8572915	2	0	0.0
Desulfitobacterium hafniense DCB-2	272564	leaf	5279134	2	1	0.0
Gluconacetobacter diazotrophicus PA1 5	272568	leaf	7914538	1	1	0.0
Lactococcus lactis subsp. cremoris SK11	272622	leaf	2598348	2	1	0.0
Listeria innocua Clip11262	272626	leaf	3093113	3	1	0.0
Methylobacterium extorquens AM1	272630	leaf	6879778	2	0	0.0
Mycoplasma penetrans HF-2	272633	leaf	1358633	2	2	0.0
Rhodobacter capsulatus SB 1003	272942	leaf	3871920	1	0	0.0
Staphylococcus aureus RF122	273036	leaf	2742531	1	1	0.0
Caldanaerobacter subterraneus subsp. tengcongensis MB4	273068	leaf	2689445	1	0	0.0
Ureaplasma parvum serovar 3 str. ATCC 700970	273119	leaf	751719	1	0	0.0
Chlorobaculum limnaeum	274537	species	2797276	1	0	0.0
Mycobacterium gilvum Spyr1	278137	leaf	5783292	3	0	0.0
Mesorhizobium ciceri biovar biserrulae	278148	leaf	6880454	1	0	0.0
Streptomyces ambofaciens ATCC 23877	278992	leaf	8393598	1	0	0.0
Collimonas arenae	279058	species	15078336	4	0	0.0
Novosphingobium aromaticivorans DSM 12444	279238	leaf	4233314	2	1	0.0
Staphylococcus haemolyticus JCSC1435	279808	leaf	2697861	2	0	0.0
Leptospira borgpetersenii serovar Ballum	280505	leaf	4037579	1	1	0.0
Leifsonia xyli subsp. xyli str. CTCB07	281090	leaf	2584158	2	1	0.0
[Bacillus thuringiensis] serovar konkukian str. 97-27	281309	leaf	5314794	1	0	0.0
Staphylococcus aureus subsp. aureus MSSA476	282459	leaf	2820454	1	0	0.0
Bartonella quintana str. Toulouse	283165	leaf	1581384	1	1	0.0
Bartonella henselae str. Houston-1	283166	leaf	1931047	2	0	0.0
Odoribacter	283168	genus	4392288	1	0	0.0
Kosakonia radicincitans	283686	species	5687681	4	3	0.0
Pseudoalteromonas sp. Bsw20308	283699	species	4830226	1	1	0.0
Idiomarina loihiensis L2TR	283942	leaf	2839318	1	0	0.0
Phenylobacterium zucineum	284016	species	4379231	1	0	0.0
Eremothecium gossypii ATCC 10895	284811	leaf	9119312	8	0	0.0
Streptomyces rubrolavendulae	285473	species	6543262	3	2	0.0
Alteromonas addita	287094	species	4649146	2	0	0.0
Bradyrhizobium sp. BTAi1	288000	species	8493513	2	1	0.0
Bacillus cereus E33L	288681	leaf	11690016	4	3	0.0
Thermodesulfovibrio yellowstonii DSM 11347	289376	leaf	2003803	3	2	0.0
Clostridium perfringens SM101	289380	leaf	2960088	2	1	0.0
Chlorobium limicola DSM 245	290315	leaf	2763181	1	0	0.0
Chlorobium phaeobacteroides DSM 266	290317	leaf	3133902	1	0	0.0
Chlorobium phaeovibrioides DSM 265	290318	leaf	1966858	1	1	0.0
Citrobacter koseri ATCC BAA-895	290338	leaf	4735357	1	1	0.0
Paenarthrobacter aurescens TC1	290340	leaf	5226648	1	0	0.0
Anaeromyxobacter dehalogenans 2CP-C	290397	leaf	5013479	2	2	0.0
Chromohalobacter salexigens DSM 3043	290398	leaf	3696649	1	1	0.0
Arthrobacter sp. FB24	290399	species	5070478	1	1	0.0
Jannaschia sp. CCS1	290400	species	4404049	1	0	0.0
Clostridium beijerinckii NCIMB 8052	290402	leaf	6000632	4	0	0.0
Borreliella bavariensis PBi	290434	leaf	986914	2	0	0.0
Prosthecochloris aestuarii DSM 271	290512	leaf	2579695	8	5	0.0
Photorhabdus asymbiotica	291112	species	5094138	1	1	0.0
Xanthomonas oryzae pv. oryzae KACC 10331	291331	leaf	4941439	1	0	0.0
Ruegeria sp. TM1040	292414	species	4153699	3	2	0.0
Thiobacillus denitrificans ATCC 25259	292415	leaf	2909809	3	3	0.0
Symbiobacterium thermophilum IAM 14863	292459	leaf	3566135	1	1	0.0
Cyanobacterium stanieri PCC 7202	292563	leaf	3163381	4	3	0.0
Cyanobium gracile PCC 6307	292564	leaf	3342364	2	2	0.0
Flavonifractor plautii	292800	species	3818500	7	6	0.00761875
Wolbachia endosymbiont strain TRS of Brugia malayi	292805	leaf	1080084	4	3	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	1	1	0.0
Martelella mediterranea	293089	species	5693067	1	0	0.0
Alkaliphilus metalliredigens QYMF	293826	leaf	4929566	2	1	0.0
Methanobrevibacter olleyae	294671	species	2201192	2	2	0.0
Anoxybacillus amylolyticus	294699	species	3158269	3	3	0.0
Bacteroides fragilis YCH46	295405	leaf	5310990	285	160	0.0675777
Polaromonas sp. JS666	296591	species	5898676	1	0	0.0
Legionella pneumophila str. Lens	297245	leaf	3405519	1	0	0.0
Lactococcus piscium MKFS47	297352	leaf	2503066	2	2	0.0
Photobacterium profundum SS9	298386	leaf	6403280	1	1	0.0
Frankia sp. EAN1pec	298653	species	8982042	2	1	0.0
Frankia inefficax	298654	species	8815781	2	2	0.0
Tateyamaria omphalii	299262	species	4315457	1	1	0.0
Enterobacter hormaechei subsp. steigerwaltii	299766	subspecies	15295247	1	0	0.0
Enterobacter ludwigii	299767	species	4952770	1	0	0.0
Shigella sonnei Ss046	300269	leaf	5055316	1	0	0.0
Thermus thermophilus HB8	300852	leaf	2116056	2	0	0.0
Enterobacter hormaechei subsp. oharae	301102	subspecies	14941448	2	1	0.0
Enterobacter hormaechei subsp. hormaechei	301105	subspecies	5063734	1	0	0.0
Ehrlichia ruminantium str. Gardel	302409	leaf	1499920	1	1	0.0
Methanocella paludicola SANAE	304371	leaf	2957635	2	0	0.0
Campylobacter lari RM2100	306263	leaf	1571661	1	0	0.0
Ustilago bromivora	307758	species	20625025	30	18	0.0
Coprothermobacter proteolyticus DSM 5265	309798	leaf	1424912	1	1	0.0
Dictyoglomus thermophilum H-6-12	309799	leaf	1959987	2	2	0.0
Thermotoga neapolitana DSM 4359	309803	leaf	1884562	1	0	0.0
Agrobacterium radiobacter K84	311403	leaf	7273300	2	2	0.0
Vibrio fischeri ES114	312309	leaf	4273718	2	2	0.0
Dokdonia sp. MED134	313590	species	3302548	2	0	0.0
Psychroflexus torquis ATCC 700755	313595	leaf	4321832	2	2	0.0
Robiginitalea biformata HTCC2501	313596	leaf	3530383	3	3	0.0
Polaribacter sp. MED152	313598	species	2961474	4	3	0.0
Maribacter sp. HTCC2170	313603	species	3868304	2	1	0.0
Parvularcula bermudensis HTCC2503	314260	leaf	2902643	3	2	0.0
Psychromonas sp. CNPT3	314282	species	3052410	3	1	0.0
Lactobacillus sakei subsp. sakei 23K	314315	leaf	1884661	1	1	0.0
Pseudoxanthomonas suwonensis	314722	species	3419049	1	0	0.0
Borrelia turicatae 91E135	314724	leaf	917330	1	1	0.0
