readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
contig-125_2157	FQ312004.1	862962	81	64	24	2481	1
contig-125_2155	AP006841.1	295405	1988	745	119	2481	1
contig-125_2156	CP012937.1	818	18048	0	347	2481	1
contig-125_2153	AE015928.1	226186	166254	164810	657	2484	1
contig-125_2159	CP013913.1	47917	64	0	23	2473	1
contig-125_2158	AP006841.1	295405	4190209	147456	2062	2478	1
contig-125_2160	AE015928.1	226186	466339	0	1568	2472	1
contig-125_2103	AE015928.1	226186	863900	0	2059	2537	1
contig-125_2164	unclassified	0	0	0	0	2471	1
contig-125_2166	CP015910.2	1266923	64	0	23	2468	1
contig-125_2162	AE015928.1	226186	64442	0	639	2472	1
contig-125_2167	unclassified	0	0	0	0	2466	1
contig-125_2165	FQ312004.1	862962	4162	0	201	2469	1
contig-125_2161	AE015928.1	226186	39477	36100	333	2472	1
contig-125_2170	CP013126.1	1748	64	64	23	2465	2
contig-125_2170	CP001804.1	502025	64	64	23	2465	2
contig-125_2168	species	1735162	64	64	23	2466	4
contig-125_2168	FM992695.1	573826	64	64	23	2466	4
contig-125_2168	CP014503.1	796027	64	64	23	2466	4
contig-125_2168	CP009503.1	1434103	64	64	23	2466	4
contig-125_2171	unclassified	0	0	0	0	2465	1
contig-125_2169	CP015409.1	239935	24674	169	238	2465	1
contig-125_2172	AE015928.1	226186	17012	17012	337	2464	2
contig-125_2172	CP012937.1	818	17012	17012	337	2464	2
contig-125_2135	unclassified	0	0	0	0	2507	1
contig-125_2122	CP012937.1	818	2647723	2647723	2450	2517	2
contig-125_2122	AE015928.1	226186	2647723	2647723	2450	2517	2
contig-125_2174	CP015402.1	1834200	545	0	63	2461	1
contig-125_2175	CP002530.1	667015	441	0	36	2460	1
contig-125_2178	CP011364.1	1578828	121	81	26	2457	1
contig-125_2177	unclassified	0	0	0	0	2457	1
contig-125_2179	CP012801.1	246787	64	0	23	2455	1
contig-125_2180	CP010325.1	1484158	144	0	27	2455	1
contig-125_2181	CP003677.1	1196835	121	0	26	2454	1
contig-125_2183	unclassified	0	0	0	0	2452	1
contig-125_2182	CP012937.1	818	895283	895283	2022	2453	2
contig-125_2182	AE015928.1	226186	895283	895283	2022	2453	2
contig-125_2185	CP007034.1	880074	81	64	24	2450	1
contig-125_2186	CP008741.1	357276	400	400	35	2449	4
contig-125_2186	CP007619.1	357276	400	400	35	2449	4
contig-125_2186	CP009057.1	357276	400	400	35	2449	4
contig-125_2186	CP011531.1	997877	400	400	35	2449	4
contig-125_2184	CP012937.1	818	417981	417981	1106	2451	2
contig-125_2184	AE015928.1	226186	417981	417981	1106	2451	2
contig-125_2189	CP003274.1	679935	400	0	35	2446	1
contig-125_2188	AE015928.1	226186	117402	29584	740	2448	1
contig-125_2195	unclassified	0	0	0	0	2443	1
contig-125_2194	unclassified	0	0	0	0	2444	1
contig-125_2192	CP012937.1	818	1281094	0	2179	2445	1
contig-125_2196	AE015928.1	226186	957648	957648	2015	2443	2
contig-125_2196	CP012937.1	818	957648	957648	2015	2443	2
contig-125_2199	CP003274.1	679935	64	0	23	2441	1
contig-125_2197	AE015928.1	226186	54477	0	578	2442	1
contig-125_2198	FQ312004.1	862962	2141477	476100	1735	2441	1
contig-125_2163	AE015928.1	226186	74321	0	660	2471	1
contig-125_2201	CP015402.1	1834200	834	0	95	2438	1
contig-125_2205	CP001726.1	479437	64	0	23	2434	1
contig-125_2200	AE015928.1	226186	709459	0	1690	2439	1
contig-125_2203	CP012937.1	818	862555	862555	1450	2436	2
contig-125_2203	AE015928.1	226186	862555	862555	1450	2436	2
contig-125_2204	CP016790.1	86664	225	121	30	2436	1
contig-125_2206	AE015928.1	226186	1448781	0	2162	2431	1
contig-125_2207	CP012937.1	818	810171	0	1714	2430	1
contig-125_2208	AE015928.1	226186	110143	0	736	2428	1
contig-125_2187	CP014343.1	303	169	121	28	2449	1
contig-125_2152	unclassified	0	0	0	0	2490	1
contig-125_2176	CP012937.1	818	170441	170441	732	2460	2
contig-125_2176	AE015928.1	226186	170441	170441	732	2460	2
contig-125_2209	CP012937.1	818	1530787	0	2032	2427	1
contig-125_2210	AE015928.1	226186	576343	0	1724	2425	1
contig-125_2190	unclassified	0	0	0	0	2446	1
contig-125_2211	CP002530.1	667015	169	121	28	2423	1
contig-125_2213	CP002352.1	693979	875	144	92	2421	1
contig-125_2212	CP015409.1	239935	277	277	53	2423	2
contig-125_2212	CP001071.1	349741	277	277	53	2423	2
contig-125_2214	CP013195.1	76123	121	0	26	2421	1
contig-125_2215	CP012937.1	818	39738	12769	452	2420	1
contig-125_2217	CP004353.1	1224164	121	0	26	2418	1
contig-125_2220	unclassified	0	0	0	0	2417	1
contig-125_2218	CP015402.1	1834200	324	324	33	2417	2
contig-125_2218	CP003249.1	751945	324	324	33	2417	2
contig-125_2219	JH393634.1	43179	121	0	26	2417	1
contig-125_2193	CP012937.1	818	35115	0	484	2444	1
contig-125_2223	unclassified	0	0	0	0	2413	1
contig-125_2222	unclassified	0	0	0	0	2414	1
contig-125_2225	unclassified	0	0	0	0	2409	1
contig-125_2173	CP012937.1	818	12544	169	127	2464	1
contig-125_2221	AE015928.1	226186	487899	0	1386	2415	1
contig-125_2224	CP015402.1	1834200	1689	100	116	2412	1
contig-125_2216	CP012937.1	818	167141	0	960	2418	1
contig-125_2227	FQ312004.1	862962	381924	0	633	2408	1
contig-125_2202	LN877293.1	817	1382976	347689	1191	2437	1
contig-125_2228	AE015928.1	226186	2351977	2351977	2381	2406	2
contig-125_2228	CP012937.1	818	2351977	2351977	2381	2406	2
contig-125_2233	unclassified	0	0	0	0	2398	1
contig-125_2232	CP007034.1	880074	225	0	30	2399	1
contig-125_2235	CP012755.1	573	64	64	23	2396	4
contig-125_2235	CP006802.1	1406314	64	64	23	2396	4
contig-125_2235	CP012562.1	573	64	64	23	2396	4
contig-125_2235	CP016920.1	573	64	64	23	2396	4
contig-125_2230	JH393358.1	43179	81	64	24	2403	1
contig-125_2229	CP001071.1	349741	3192	2120	164	2404	1
contig-125_2231	CP012937.1	818	389773	275922	869	2400	1
contig-125_2234	CP014502.1	796027	144	0	27	2396	1
contig-125_2237	FM992688.1	573826	81	0	24	2393	1
contig-125_2241	CP000269.1	375286	64	0	23	2390	1
contig-125_2240	CP012937.1	818	116423	0	784	2391	1
contig-125_2244	CP011073.1	817	193941	0	1012	2389	1
contig-125_2191	CP012706.1	817	729316	703713	869	2445	1
contig-125_2239	CR626927.1	272559	328046	0	921	2391	1
contig-125_2243	CP012937.1	818	308082	0	1221	2390	1
contig-125_2246	species	29288	81	81	24	2386	5
contig-125_2246	species	1604004	81	81	24	2386	5
contig-125_2246	species	44930	81	81	24	2386	5
contig-125_2246	genus	121871	81	81	24	2386	5
contig-125_2246	species	1565	81	81	24	2386	5
contig-125_2248	unclassified	0	0	0	0	2384	1
contig-125_2247	AE015928.1	226186	1681	121	56	2385	1
contig-125_2245	CP012937.1	818	139841	0	792	2386	1
contig-125_2226	CP015409.1	239935	1789	1789	116	2408	2
contig-125_2226	CP001071.1	349741	1789	1789	116	2408	2
contig-125_2236	AE015928.1	226186	611434	0	1705	2395	1
contig-125_2250	JH393907.1	43179	81	0	24	2381	1
contig-125_2253	unclassified	0	0	0	0	2377	1
contig-125_2252	CP015409.1	239935	1940	1684	119	2379	1
contig-125_2256	CP000139.1	435590	6693	289	199	2375	1
contig-125_2251	CP002530.1	667015	289	100	32	2381	1
contig-125_2255	FQ312004.1	862962	920484	0	1753	2376	1
contig-125_2254	AE015928.1	226186	2067946	2067946	2373	2377	2
contig-125_2254	CP012937.1	818	2067946	2067946	2373	2377	2
contig-125_2258	CP002689.1	879243	289	0	32	2371	1
contig-125_2260	AE015928.1	226186	756176	0	1805	2368	1
contig-125_2257	AE015928.1	226186	400521	0	1358	2374	1
contig-125_2259	CP015401.1	1796613	112050	55696	706	2370	1
contig-125_2264	unclassified	0	0	0	0	2367	1
contig-125_2265	CP015409.1	239935	3573	296	161	2367	1
contig-125_2262	FQ312004.1	862962	484	484	37	2367	4
contig-125_2262	CP011073.1	817	484	484	37	2367	4
contig-125_2262	CP012706.1	817	484	484	37	2367	4
contig-125_2262	LN877293.1	817	484	484	37	2367	4
contig-125_2261	AP006841.1	295405	484249	0	1013	2367	1
contig-125_2268	unclassified	0	0	0	0	2359	1
contig-125_2269	unclassified	0	0	0	0	2359	1
contig-125_2267	CP019300.1	1122984	100	0	25	2361	1
contig-125_2266	CP017038.1	712710	144	0	27	2366	1
contig-125_2263	AE015928.1	226186	306101	0	1158	2367	1
contig-125_2270	AP012551.1	891974	64	0	23	2357	1
contig-125_2271	CP017141.1	430522	64	0	23	2357	1
contig-125_2273	unclassified	0	0	0	0	2355	1
contig-125_2272	CP015402.1	1834200	100	0	25	2356	1
contig-125_2242	AP006841.1	295405	227757	99150	748	2390	1
contig-125_2274	unclassified	0	0	0	0	2355	1
contig-125_2279	unclassified	0	0	0	0	2353	1
contig-125_2280	unclassified	0	0	0	0	2353	1
contig-125_2281	HF571520.1	1033806	64	0	23	2350	1
contig-125_2276	CP015409.1	239935	2469	1685	130	2354	1
contig-125_2283	unclassified	0	0	0	0	2346	1
contig-125_2282	CP003349.1	929556	81	0	24	2350	1
contig-125_2275	CP012937.1	818	117304	0	799	2355	1
contig-125_2284	BA000040.2	224911	64	64	23	2343	3
contig-125_2284	CP011360.1	224911	64	64	23	2343	3
contig-125_2284	AP014685.1	1355477	64	64	23	2343	3
contig-125_2278	AE015928.1	226186	340451	63504	1117	2353	1
contig-125_2285	unclassified	0	0	0	0	2343	1
contig-125_2288	unclassified	0	0	0	0	2340	1
contig-125_2249	CP001071.1	349741	1401	1401	108	2383	2
contig-125_2249	CP015409.1	239935	1401	1401	108	2383	2
contig-125_2287	CP012706.1	817	625960	586756	994	2341	1
contig-125_2291	CP002352.1	693979	11878	0	261	2335	1
contig-125_2289	AE015928.1	226186	720014	0	1865	2337	1
contig-125_2295	FP929003.1	330214	64	0	23	2333	1
contig-125_2292	CP019882.1	758802	576	529	39	2334	1
contig-125_2297	unclassified	0	0	0	0	2331	1
contig-125_2290	CP012937.1	818	830399	0	1942	2335	1
contig-125_2293	AE015928.1	226186	99635	37369	502	2334	1
contig-125_2294	AE015928.1	226186	401414	401414	1395	2334	2
contig-125_2294	CP012937.1	818	401414	401414	1395	2334	2
contig-125_2296	CP012937.1	818	88028	0	721	2331	1
contig-125_2298	CP002297.1	573059	400	400	35	2331	2
contig-125_2298	AE017285.1	882	400	400	35	2331	2
contig-125_2299	CP014693.1	930166	225	0	30	2330	1
contig-125_2300	AE015928.1	226186	442819	0	1536	2329	1
contig-125_2302	unclassified	0	0	0	0	2326	1
contig-125_2301	JH393331.1	43179	64	0	23	2327	1
contig-125_2303	species	996	1849	1849	58	2325	4
contig-125_2303	CP016374.1	1606016	1849	1849	58	2325	4
contig-125_2303	CP015971.1	1850526	1849	1849	58	2325	4
contig-125_2303	species	1117645	1849	1849	58	2325	4
contig-125_2304	JH393314.1	43179	144	100	27	2325	1
contig-125_2310	unclassified	0	0	0	0	2319	1
contig-125_2307	AE015928.1	226186	906835	0	2056	2324	1
contig-125_2306	CP012937.1	818	3752729	3663925	2322	2324	1
contig-125_2311	CP012937.1	818	997691	0	1736	2318	1
contig-125_2313	AE015928.1	226186	6942	289	194	2314	1
contig-125_2314	CP015402.1	1834200	7873	0	194	2314	1
contig-125_2317	unclassified	0	0	0	0	2313	1
contig-125_2315	CP017290.1	1898684	289	64	32	2314	1
contig-125_2316	AE015928.1	226186	7871	0	272	2313	1
contig-125_2318	unclassified	0	0	0	0	2312	1
contig-125_2238	species	1280	196	0	29	2392	1
contig-125_2277	CP011073.1	817	1006009	428425	1018	2354	1
contig-125_2286	CP000606.1	323850	81	0	24	2341	1
contig-125_2312	AE015928.1	226186	385398	0	1397	2314	1
contig-125_2319	unclassified	0	0	0	0	2311	1
contig-125_2321	unclassified	0	0	0	0	2305	1
contig-125_2324	unclassified	0	0	0	0	2302	1
contig-125_2327	unclassified	0	0	0	0	2301	1
contig-125_2328	CP007255.1	1289591	64	0	23	2300	1
contig-125_2326	CP013402.1	488729	64	64	23	2301	2
contig-125_2326	species	95486	64	64	23	2301	2
contig-125_2325	AE015928.1	226186	93886	93805	485	2301	1
contig-125_2308	unclassified	0	0	0	0	2322	1
contig-125_2322	CP002546.1	756272	400	121	35	2304	1
contig-125_2320	CP012937.1	818	66729	66729	478	2305	2
contig-125_2320	AE015928.1	226186	66729	66729	478	2305	2
contig-125_2323	LN877293.1	817	1199025	518347	1110	2304	1
contig-125_2330	CP007766.1	1388753	81	0	24	2299	1
contig-125_2334	CP001071.1	349741	265	144	53	2294	1
contig-125_2335	unclassified	0	0	0	0	2293	1
contig-125_2329	CP012937.1	818	493480	139781	1217	2300	1
contig-125_2337	unclassified	0	0	0	0	2288	1
contig-125_2336	unclassified	0	0	0	0	2293	1
contig-125_2339	unclassified	0	0	0	0	2288	1
contig-125_2331	CP012937.1	818	565460	565460	1291	2297	2
contig-125_2331	AE015928.1	226186	565460	565460	1291	2297	2
contig-125_2332	CP012937.1	818	167604	167604	747	2296	2
contig-125_2332	AE015928.1	226186	167604	167604	747	2296	2
contig-125_2309	CP015220.1	1653479	64	0	23	2321	1
contig-125_2338	CP007034.1	880074	3969	196	78	2288	1
contig-125_2341	CP002544.1	709991	144	0	27	2287	1
contig-125_2342	AE015928.1	226186	1465419	0	1842	2286	1
contig-125_2348	AE015928.1	226186	208	0	50	2278	1
contig-125_2350	unclassified	0	0	0	0	2276	1
contig-125_2343	CP010776.1	1379909	144	0	27	2286	1
contig-125_2347	JH393324.1	43179	64	0	23	2278	1
contig-125_2345	CP012937.1	818	1213470	1213470	2113	2284	2
contig-125_2345	AE015928.1	226186	1213470	1213470	2113	2284	2
contig-125_2351	unclassified	0	0	0	0	2275	1
contig-125_2349	LT608328.1	1642646	289	0	32	2278	1
contig-125_2305	unclassified	0	0	0	0	2325	1
contig-125_2340	CP009677.1	2098	81	0	24	2288	1
contig-125_2344	CP012937.1	818	555777	555777	1250	2285	2
contig-125_2344	AE015928.1	226186	555777	555777	1250	2285	2
contig-125_2346	CP011073.1	817	1835430	37249	2184	2282	1
contig-125_2352	LN515532.1	1562970	81	0	24	2274	1
contig-125_2353	unclassified	0	0	0	0	2274	1
contig-125_2358	unclassified	0	0	0	0	2272	1
contig-125_2354	CP002689.1	879243	81	0	24	2273	1
contig-125_2361	CP002858.1	717231	64	0	23	2269	1
contig-125_2356	CP002454.1	709986	233	121	51	2273	1
contig-125_2362	unclassified	0	0	0	0	2269	1
contig-125_2355	AE015928.1	226186	166821	0	894	2273	1
contig-125_2360	CP003012.1	578455	100	100	25	2270	2
contig-125_2360	JH393326.1	43179	100	100	25	2270	2
contig-125_2357	AE015928.1	226186	1628822	59049	2227	2273	1
contig-125_2359	species	36873	400	400	35	2271	2
contig-125_2359	genus	32008	400	400	35	2271	2
contig-125_2363	JH393306.1	43179	169	0	28	2268	1
contig-125_2364	AE015928.1	226186	798787	798787	1782	2268	2
contig-125_2364	CP012937.1	818	798787	798787	1782	2268	2
contig-125_2365	AE015928.1	226186	1209682	1177741	1757	2266	1
contig-125_2333	AE015928.1	226186	509221	263521	1039	2294	1
contig-125_2366	AE015928.1	226186	120386	120386	639	2266	2
contig-125_2366	CP012937.1	818	120386	120386	639	2266	2
contig-125_2370	unclassified	0	0	0	0	2262	1
contig-125_2371	unclassified	0	0	0	0	2262	1
contig-125_2372	CP011341.1	191292	64	0	23	2260	1
contig-125_2374	unclassified	0	0	0	0	2257	1
contig-125_2367	CP002544.1	709991	26527	0	436	2264	1
contig-125_2375	JH393294.1	43179	121	121	26	2256	3
contig-125_2375	JH393423.1	43179	121	121	26	2256	3
contig-125_2375	JH393313.1	43179	121	121	26	2256	3
contig-125_2376	CP001071.1	349741	939	939	98	2255	2
contig-125_2376	CP015409.1	239935	939	939	98	2255	2
contig-125_2373	CP012937.1	818	906304	0	1751	2259	1
contig-125_2377	CP007034.1	880074	169	81	28	2253	1
contig-125_2380	CP015402.1	1834200	64	0	23	2249	1
contig-125_2369	CP011073.1	817	799811	368449	1470	2263	1
contig-125_2378	AP006841.1	295405	492804	199809	717	2253	1
contig-125_2383	LN515532.1	1562970	169	0	28	2247	1
contig-125_2381	AE015928.1	226186	654261	654261	1700	2248	2
contig-125_2381	CP012937.1	818	654261	654261	1700	2248	2
contig-125_2385	CP002352.1	693979	825	0	113	2247	1
contig-125_2382	CP011073.1	817	740857	0	2008	2247	1
contig-125_2389	unclassified	0	0	0	0	2245	1
contig-125_2386	LN877293.1	817	781526	0	1452	2246	1
contig-125_2388	AP006841.1	295405	4977361	0	2246	2246	1
contig-125_2384	AP006841.1	295405	621686	0	1506	2247	1
contig-125_2387	AE015928.1	226186	388294	388294	1317	2246	2
contig-125_2387	CP012937.1	818	388294	388294	1317	2246	2
contig-125_2391	unclassified	0	0	0	0	2244	1
contig-125_2393	BA000030.4	227882	64	64	23	2241	2
contig-125_2393	AP012319.1	512565	64	64	23	2241	2
contig-125_2392	LT622246.1	1379690	400	400	35	2242	2
contig-125_2392	CP012938.1	28116	400	400	35	2242	2
contig-125_2395	LN877293.1	817	522	0	60	2240	1
contig-125_2396	unclassified	0	0	0	0	2239	1
contig-125_2390	CP012937.1	818	2050310	0	2145	2245	1
contig-125_2398	CP014015.1	35703	64	0	23	2236	1
contig-125_2399	unclassified	0	0	0	0	2235	1
contig-125_2402	unclassified	0	0	0	0	2234	1
contig-125_2401	CP006941.2	1429244	81	81	24	2235	3
contig-125_2401	CP017968.2	1406	81	81	24	2235	3
contig-125_2401	CP011512.1	59893	81	81	24	2235	3
contig-125_2397	AE015928.1	226186	215906	0	1033	2239	1
contig-125_2403	CP012937.1	818	682499	266474	1408	2233	1
contig-125_2407	unclassified	0	0	0	0	2230	1
contig-125_2404	CP012937.1	818	1114491	0	2090	2232	1
contig-125_2406	LT605205.1	1642647	1225	1225	50	2231	2
contig-125_2406	LT608328.1	1642646	1225	1225	50	2231	2
contig-125_2405	AE015928.1	226186	739434	0	1719	2231	1
contig-125_2410	AE015928.1	226186	2134	144	152	2230	1
contig-125_2409	CP012937.1	818	368370	315741	702	2230	1
contig-125_2412	CP011509.1	48	729	0	42	2229	1
contig-125_2394	CP012937.1	818	376996	0	629	2241	1
contig-125_2413	AE015928.1	226186	185140	185140	971	2229	2
contig-125_2413	CP012937.1	818	185140	185140	971	2229	2
contig-125_2379	AE015928.1	226186	828633	0	1712	2250	1
contig-125_2414	species	357276	625	625	40	2228	5
contig-125_2414	species	817	625	625	40	2228	5
contig-125_2414	species	28116	625	625	40	2228	5
contig-125_2414	CP002530.1	667015	625	625	40	2228	5
contig-125_2414	CP000139.1	435590	625	625	40	2228	5
contig-125_2368	AE015928.1	226186	128029	0	866	2264	1
contig-125_2416	CP002725.1	1009464	100	64	25	2227	1
contig-125_2415	CP000140.1	435591	14586	0	341	2227	1
contig-125_2418	unclassified	0	0	0	0	2223	1
contig-125_2423	unclassified	0	0	0	0	2218	1
contig-125_2417	AE015928.1	226186	347892	342416	923	2224	1
contig-125_2420	CP013363.1	488732	225	0	30	2221	1
contig-125_2422	CP003358.1	754035	64	64	23	2219	2
contig-125_2422	CP019437.1	1915078	64	64	23	2219	2
contig-125_2425	unclassified	0	0	0	0	2215	1
contig-125_2421	CP012937.1	818	1663	882	131	2220	1
contig-125_2424	CP012938.1	28116	81	81	24	2217	2
contig-125_2424	LT622246.1	1379690	81	81	24	2217	2
contig-125_2426	AE015928.1	226186	519461	0	1484	2213	1
contig-125_2428	unclassified	0	0	0	0	2212	1
contig-125_2427	AE015928.1	226186	309485	309485	994	2213	2
contig-125_2427	CP012937.1	818	309485	309485	994	2213	2
contig-125_2432	CP009240.1	1458465	121	64	26	2211	1
contig-125_2431	CP015402.1	1834200	1097	81	100	2211	1
contig-125_2435	CP015402.1	1834200	4226	0	153	2208	1
contig-125_2433	CP003274.1	679935	900	0	45	2211	1
contig-125_2408	CP012937.1	818	95982	95982	581	2230	2
contig-125_2408	AE015928.1	226186	95982	95982	581	2230	2
contig-125_2430	CR626927.1	272559	503869	307620	1094	2212	1
contig-125_2436	CP012937.1	818	1314194	0	2091	2208	1
contig-125_2439	unclassified	0	0	0	0	2206	1
contig-125_2434	CP012937.1	818	955613	955613	1646	2211	2
contig-125_2434	AE015928.1	226186	955613	955613	1646	2211	2
contig-125_2411	CP010984.1	498257	64	64	23	2229	2
contig-125_2411	CP009080.1	1202531	64	64	23	2229	2
contig-125_2443	CP002046.1	216432	169	0	28	2201	1
contig-125_2440	AP006841.1	295405	326825	326825	629	2204	2
contig-125_2440	LN877293.1	817	326825	326825	629	2204	2
contig-125_2441	CP012937.1	818	53578	0	583	2203	1
contig-125_2444	CP012937.1	818	503845	503845	986	2197	2
contig-125_2444	AE015928.1	226186	503845	503845	986	2197	2
contig-125_2447	unclassified	0	0	0	0	2195	1
contig-125_2442	AE015928.1	226186	530554	530554	1225	2202	2
contig-125_2442	CP012937.1	818	530554	530554	1225	2202	2
contig-125_2446	CP017141.1	430522	144	144	27	2196	2
contig-125_2446	CP012937.1	818	144	144	27	2196	2
contig-125_2448	CP015401.1	1796613	1810	0	113	2195	1
contig-125_2450	unclassified	0	0	0	0	2194	1
contig-125_2451	CP002589.1	767031	196	0	29	2194	1
contig-125_2452	CP010554.1	1565605	100	0	25	2193	1
contig-125_2445	AE015928.1	226186	339729	339729	932	2197	2
contig-125_2445	CP012937.1	818	339729	339729	932	2197	2
contig-125_2419	CP015402.1	1834200	3481	0	74	2221	1
contig-125_2449	AE015928.1	226186	594977	594977	1278	2194	2
contig-125_2449	CP012937.1	818	594977	594977	1278	2194	2
contig-125_2454	CP002657.1	596154	225	0	30	2192	1
contig-125_2456	unclassified	0	0	0	0	2191	1
contig-125_2453	CP012937.1	818	683777	544648	1382	2192	1
contig-125_2438	CP007034.1	880074	9601	0	149	2207	1
contig-125_2457	CP012801.1	246787	2166	1156	152	2191	1
contig-125_2459	unclassified	0	0	0	0	2189	1
contig-125_2458	CP002589.1	767031	64	64	23	2190	2
contig-125_2458	CP001673.1	531844	64	64	23	2190	2
contig-125_2463	CP014504.1	188932	100	100	25	2188	2
contig-125_2463	CP013021.1	680279	100	100	25	2188	2
contig-125_2461	AE015928.1	226186	1069647	1069647	2006	2188	2
contig-125_2461	CP012937.1	818	1069647	1069647	2006	2188	2
contig-125_2460	CP011073.1	817	274397	186624	822	2189	1
contig-125_2467	CP002403.1	697329	196	0	29	2186	1
contig-125_2465	CP011412.1	1543721	81	0	24	2187	1
contig-125_2466	CP015402.1	1834200	1296	0	51	2187	1
contig-125_2464	CP012937.1	818	176906	0	981	2188	1
contig-125_2469	FP476056.1	63186	81	0	24	2184	1
contig-125_2470	unclassified	0	0	0	0	2184	1
contig-125_2468	CP002530.1	667015	673	529	65	2185	1
contig-125_2473	unclassified	0	0	0	0	2183	1
contig-125_2474	unclassified	0	0	0	0	2183	1
contig-125_2400	CP015399.1	1834196	23705	0	327	2235	1
contig-125_2478	unclassified	0	0	0	0	2180	1
contig-125_2477	CP002352.1	693979	289	196	53	2181	1
contig-125_2429	unclassified	0	0	0	0	2212	1
contig-125_2481	unclassified	0	0	0	0	2176	1
contig-125_2475	FQ312004.1	862962	458329	126045	692	2183	1
contig-125_2482	CP002544.1	709991	28893	0	444	2175	1
contig-125_2479	CP015401.1	1796613	10069	7162	286	2179	1
contig-125_2484	LN877293.1	817	704656	0	1114	2175	1
contig-125_2485	AE015928.1	226186	1144900	986000	1085	2173	1
contig-125_2483	CP012937.1	818	106594	0	765	2175	1
contig-125_2476	AE015928.1	226186	657475	0	1642	2183	1
contig-125_2455	CP012937.1	818	122083	25765	644	2192	1
contig-125_2489	CP000568.1	203119	64	64	23	2171	4
contig-125_2489	CP013828.1	1138384	64	64	23	2171	4
contig-125_2489	CP002416.1	637887	64	64	23	2171	4
contig-125_2489	CP016502.1	572545	64	64	23	2171	4
contig-125_2486	unclassified	0	0	0	0	2172	1
contig-125_2490	unclassified	0	0	0	0	2171	1
contig-125_2437	CP012801.1	246787	569	529	63	2207	1
contig-125_2487	AP006841.1	295405	792130	331776	1286	2172	1
contig-125_2488	AE015928.1	226186	743586	82025	1500	2171	1
contig-125_2491	CP007034.1	880074	121	64	26	2170	1
contig-125_2492	AE015928.1	226186	11881	64	124	2168	1
contig-125_2462	CP011073.1	817	41198	0	558	2188	1
contig-125_2498	unclassified	0	0	0	0	2165	1
contig-125_2495	CP015409.1	239935	3566	0	203	2167	1
contig-125_2494	AE015928.1	226186	865959	30276	1749	2167	1
contig-125_2497	CR626927.1	272559	613925	613925	945	2165	3
contig-125_2497	CP012706.1	817	613925	613925	945	2165	3
contig-125_2497	CP011073.1	817	613925	613925	945	2165	3
contig-125_2496	AE015928.1	226186	1459762	1459762	1611	2166	2
contig-125_2496	CP012937.1	818	1459762	1459762	1611	2166	2
contig-125_2503	unclassified	0	0	0	0	2159	1
contig-125_2500	CP012678.1	45610	64	0	23	2161	1
contig-125_2501	unclassified	0	0	0	0	2160	1
contig-125_2502	CP018912.1	996	256	256	31	2159	2
contig-125_2502	CP003222.2	1041826	256	256	31	2159	2
contig-125_2472	AE015928.1	226186	2539970	0	2174	2183	1
contig-125_2504	AE015928.1	226186	802068	0	1745	2158	1
contig-125_2471	CP011073.1	817	950458	0	1867	2184	1
contig-125_2509	unclassified	0	0	0	0	2153	1
contig-125_2507	CP012937.1	818	24110	0	383	2154	1
contig-125_2505	CP012937.1	818	1513640	952884	2088	2157	1
contig-125_2510	CP015409.1	239935	1018	1018	74	2153	2
contig-125_2510	CP001071.1	349741	1018	1018	74	2153	2
contig-125_2506	CP012706.1	817	2312721	2312721	2000	2156	2
contig-125_2506	CR626927.1	272559	2312721	2312721	2000	2156	2
contig-125_2508	AE015928.1	226186	750379	138884	1372	2154	1
contig-125_2493	LN877293.1	817	866090	851929	1072	2167	1
contig-125_2512	CP012937.1	818	1272851	1272851	1870	2153	2
contig-125_2512	AE015928.1	226186	1272851	1272851	1870	2153	2
contig-125_2511	CP012937.1	818	201237	201237	1016	2153	2
contig-125_2511	AE015928.1	226186	201237	201237	1016	2153	2
contig-125_2513	JH393907.1	43179	121	121	26	2153	2
contig-125_2513	FM992692.1	573826	121	121	26	2153	2
contig-125_2514	CP012801.1	246787	81	81	24	2151	2
contig-125_2514	CP011994.1	1442136	81	81	24	2151	2
contig-125_2515	unclassified	0	0	0	0	2150	1
contig-125_2516	unclassified	0	0	0	0	2149	1
contig-125_2517	CP003368.1	908937	121	81	26	2148	1
contig-125_2518	unclassified	0	0	0	0	2148	1
contig-125_2522	unclassified	0	0	0	0	2143	1
contig-125_2521	CP012937.1	818	362219	0	1258	2147	1
contig-125_2523	species	1076	100	100	25	2141	3
contig-125_2523	species	85698	100	100	25	2141	3
contig-125_2523	genus	517	100	100	25	2141	3
contig-125_2524	CP001071.1	349741	3447	2482	167	2140	1
contig-125_2528	BA000012.4	266835	121	0	26	2139	1
contig-125_2527	AE015928.1	226186	503803	0	1482	2140	1
contig-125_2529	CP002593.1	675635	81	0	24	2139	1
contig-125_2525	CP012937.1	818	55499	55499	450	2140	2
contig-125_2525	AE015928.1	226186	55499	55499	450	2140	2
contig-125_2531	CP000139.1	435590	9605	3505	141	2139	1
contig-125_2532	CP012801.1	246787	464	121	58	2139	1
contig-125_2499	CP012938.1	28116	64	64	23	2163	2
contig-125_2499	LT622246.1	1379690	64	64	23	2163	2
contig-125_2530	CP012937.1	818	237338	0	931	2139	1
contig-125_2535	CP012047.1	51669	64	64	23	2136	2
contig-125_2535	CP019633.1	1940790	64	64	23	2136	2
contig-125_2534	CP012937.1	818	11881	81	124	2138	1
